ID,y
25543,0.036875904
25544,0.028779507
25545,0.00564
25546,0.03507912
25547,0.0069693327
25548,0.06743884
25549,0.0012629628
25550,0.004651606
25551,0.004184097
25552,0.22480252
25553,0.0077941716
25554,0.026193172
25555,0.22538668
25556,0.93601835
25557,0.009857744
25558,0.0038584769
25559,0.0050905347
25560,0.027891189
25561,0.018250436
25562,0.0047306716
25563,0.0179559
25564,0.012231499
25565,0.009172946
25566,0.03158176
25567,0.035371363
25568,0.59261096
25569,0.0106089115
25570,0.040379643
25571,0.5235872
25572,0.0075056553
25573,0.00588578
25574,0.013486385
25575,0.011667609
25576,0.15356886
25577,0.018216878
25578,0.007289648
25579,0.015556186
25580,0.022642344
25581,0.21322206
25582,0.3220565
25583,0.17054361
25584,0.0152261555
25585,0.9617841
25586,0.0059959292
25587,0.009907901
25588,0.035006016
25589,0.0037941337
25590,0.00073969364
25591,0.013551205
25592,0.0023082793
25593,0.024657905
25594,0.79071194
25595,0.6347166
25596,0.5074268
25597,0.05907896
25598,0.27008224
25599,0.015357763
25600,0.017665178
25601,0.011166811
25602,0.014586598
25603,0.055333436
25604,0.063138336
25605,0.029905587
25606,0.91795194
25607,0.05737436
25608,0.008197159
25609,0.024561405
25610,0.025915235
25611,0.9244647
25612,0.04684934
25613,0.0027743876
25614,0.87505674
25615,0.040494412
25616,0.028299779
25617,0.0036987066
25618,0.72920793
25619,0.0052855313
25620,0.18888849
25621,0.03749889
25622,0.04292831
25623,0.010991871
25624,0.07261613
25625,0.24144915
25626,0.016661376
25627,0.0043444335
25628,0.009360313
25629,0.6599435
25630,0.023153841
25631,0.7154139
25632,0.025342405
25633,0.0585773
25634,0.10761365
25635,0.00779444
25636,0.02892968
25637,0.0065175593
25638,0.093877256
25639,0.005245328
25640,0.0028372407
25641,0.007523358
25642,0.03048557
25643,0.0011417568
25644,0.004239291
25645,0.12682408
25646,0.0050453246
25647,0.0042621195
25648,0.05503118
25649,0.9234564
25650,0.5864417
25651,0.02237764
25652,0.22001311
25653,0.624448
25654,0.006292939
25655,0.03420028
25656,0.7962538
25657,0.07776514
25658,0.022072375
25659,0.052501827
25660,0.047364295
25661,0.01707521
25662,0.008126676
25663,0.60458344
25664,0.04111111
25665,0.018862605
25666,0.028880656
25667,0.012412131
25668,0.034971237
25669,0.23254588
25670,0.063097924
25671,0.0656625
25672,0.009412855
25673,0.011827499
25674,0.019178659
25675,0.5913701
25676,0.0057327747
25677,0.022805959
25678,0.0013082027
25679,0.123717725
25680,0.03269872
25681,0.014686197
25682,0.030148864
25683,0.3625648
25684,0.0015059412
25685,0.0043330193
25686,0.172669
25687,0.013492286
25688,0.030156344
25689,0.30478933
25690,0.013480008
25691,0.014653474
25692,0.44260895
25693,0.028814346
25694,0.001108557
25695,0.0020158887
25696,0.023505628
25697,0.45965517
25698,0.02501893
25699,0.0037103593
25700,0.019111603
25701,0.28853798
25702,0.036897957
25703,0.025322855
25704,0.0074590445
25705,0.062744975
25706,0.82646024
25707,0.04936996
25708,0.15877372
25709,0.4759985
25710,0.0067809224
25711,0.04974526
25712,0.0030137599
25713,0.013970286
25714,0.49272943
25715,0.008156419
25716,0.055360705
25717,0.16982344
25718,0.0004196763
25719,0.5605833
25720,0.018547297
25721,0.5082087
25722,0.14462736
25723,0.5367437
25724,0.001694262
25725,0.0019991994
25726,0.038773447
25727,0.0013898313
25728,0.06752831
25729,0.0015287995
25730,0.011898994
25731,0.0029578507
25732,0.0060266256
25733,0.07830596
25734,0.02029568
25735,0.00017908216
25736,0.034371704
25737,0.05427301
25738,0.95931923
25739,0.014314115
25740,0.034367174
25741,0.0029185116
25742,0.0038810074
25743,0.0016231537
25744,0.07991317
25745,0.00059729815
25746,0.011715144
25747,0.01419726
25748,0.7246716
25749,0.26085097
25750,0.014860928
25751,0.021622837
25752,0.024918944
25753,0.014074862
25754,0.029824913
25755,0.015754163
25756,0.06478414
25757,0.28147802
25758,0.88616073
25759,0.0846608
25760,0.077034
25761,0.07114324
25762,0.16546068
25763,0.0024093986
25764,0.020678788
25765,0.002230227
25766,0.010451078
25767,0.4611419
25768,0.051623225
25769,0.4193577
25770,0.028259575
25771,0.52324444
25772,0.13062966
25773,0.011847526
25774,0.007489413
25775,0.04619062
25776,0.58546364
25777,0.0011469126
25778,0.20612636
25779,0.76363426
25780,0.70726013
25781,0.009820253
25782,0.5899516
25783,0.038309157
25784,0.026955068
25785,0.13326019
25786,0.14393002
25787,0.007900804
25788,0.03984642
25789,0.009694904
25790,0.26836288
25791,0.066663384
25792,0.17016637
25793,0.018483222
25794,0.0035030842
25795,0.29681295
25796,0.026459098
25797,0.016680121
25798,0.058487356
25799,0.7890529
25800,0.019384176
25801,0.097664684
25802,0.0043058693
25803,0.0025722384
25804,0.13073596
25805,0.0043361783
25806,0.021441042
25807,0.0059531927
25808,0.0132576525
25809,0.0042081177
25810,0.013326943
25811,0.33878067
25812,0.03551525
25813,0.022123218
25814,0.021827519
25815,0.030835032
25816,0.9273118
25817,0.009690255
25818,0.008773118
25819,0.0039897263
25820,0.023920834
25821,0.011947006
25822,0.060094208
25823,0.38026956
25824,0.108596
25825,0.036986172
25826,0.012585729
25827,0.011278033
25828,0.40278715
25829,0.8318896
25830,0.036025345
25831,0.33363563
25832,0.0026851594
25833,0.056370527
25834,0.97013426
25835,0.055502176
25836,0.006405264
25837,0.00541541
25838,0.061982363
25839,0.73348343
25840,0.00037822127
25841,0.78589326
25842,0.088995785
25843,0.05247867
25844,0.022865236
25845,0.11638674
25846,0.248772
25847,0.0049179494
25848,0.0075092614
25849,0.008341581
25850,0.013056964
25851,0.034820706
25852,0.019694448
25853,0.030841112
25854,0.0024585426
25855,0.010509014
25856,0.08190489
25857,0.00085118413
25858,0.0035789013
25859,0.25841457
25860,0.0076505244
25861,0.015158683
25862,0.061374098
25863,0.06878552
25864,0.01652661
25865,0.01144591
25866,0.014752626
25867,0.023734689
25868,0.029915005
25869,0.0058019757
25870,0.08780709
25871,0.018273503
25872,0.14170685
25873,0.79171693
25874,0.041187525
25875,0.0064929724
25876,0.0861263
25877,0.044439882
25878,0.0071638227
25879,0.06779525
25880,0.03007099
25881,0.053686857
25882,0.0073549747
25883,0.0049183667
25884,0.039631754
25885,0.03496766
25886,0.31863448
25887,0.015849441
25888,0.03317994
25889,0.043676227
25890,0.0012048781
25891,0.0028740168
25892,0.014359355
25893,0.0018464625
25894,0.27213964
25895,0.012574911
25896,0.011599988
25897,0.063715965
25898,0.0015911162
25899,0.015844882
25900,0.9286381
25901,0.8356808
25902,0.009284705
25903,0.0019705892
25904,0.112145394
25905,0.6950252
25906,0.0015698671
25907,0.0034402013
25908,0.07115498
25909,0.011574864
25910,0.002248913
25911,0.02397284
25912,0.4946107
25913,0.8439356
25914,0.9641962
25915,0.043295443
25916,0.009059072
25917,0.030560434
25918,0.01367715
25919,0.048087686
25920,0.03534624
25921,0.042354763
25922,0.028661609
25923,0.11696872
25924,0.015738726
25925,0.08171129
25926,0.005368799
25927,0.0058225095
25928,0.008910209
25929,0.8035389
25930,0.021974474
25931,0.1864396
25932,0.006889552
25933,0.16246179
25934,0.04495755
25935,0.07369313
25936,0.01709336
25937,0.65261483
25938,6.9252874e-06
25939,0.008299738
25940,0.003891468
25941,0.0036667883
25942,0.07283911
25943,0.07771942
25944,0.077542305
25945,0.022156239
25946,0.11697304
25947,0.03317976
25948,0.19976547
25949,0.00693208
25950,0.014476329
25951,0.54309803
25952,0.5360239
25953,0.017905414
25954,0.006826639
25955,0.5721273
25956,0.006431639
25957,0.027064145
25958,0.03537026
25959,0.21249515
25960,0.19801548
25961,0.006367564
25962,0.013768166
25963,0.020714134
25964,0.030466557
25965,0.027071327
25966,0.020525873
25967,0.09412947
25968,0.00420022
25969,0.0449512
25970,0.0047860146
25971,0.019551218
25972,0.00974223
25973,0.02993989
25974,0.019269496
25975,0.06375098
25976,0.7236453
25977,0.002805829
25978,0.02466175
25979,0.12552667
25980,0.0031950176
25981,0.0031300485
25982,0.24471384
25983,0.31119284
25984,0.26308912
25985,0.00084221363
25986,0.06151536
25987,0.5641132
25988,0.9231148
25989,0.011981577
25990,0.010696679
25991,0.0092687905
25992,0.023295492
25993,0.48572797
25994,0.04862401
25995,0.16940236
25996,0.071682125
25997,0.20792767
25998,0.84575105
25999,0.14066517
26000,0.52082235
26001,0.018944591
26002,0.005916655
26003,0.84417504
26004,0.0004736781
26005,0.15018848
26006,0.16438252
26007,0.0026720166
26008,0.27315325
26009,0.030216157
26010,0.8879778
26011,0.00921309
26012,0.0045707226
26013,0.05446899
26014,0.9361206
26015,0.004368216
26016,0.006783515
26017,0.03497842
26018,0.030916274
26019,0.68110573
26020,0.009099215
26021,0.4713887
26022,0.06742376
26023,0.06297353
26024,0.091638446
26025,0.29151547
26026,0.013645083
26027,0.007640332
26028,0.0052622557
26029,0.045838594
26030,0.0038237274
26031,0.097049624
26032,0.031311452
26033,0.10924429
26034,0.048822314
26035,0.44123596
26036,0.23437595
26037,0.059137017
26038,0.16167328
26039,0.008595347
26040,0.0012032986
26041,0.14661196
26042,0.04368052
26043,0.025886595
26044,0.12150118
26045,0.008937955
26046,0.011871874
26047,0.0038892925
26048,0.021882981
26049,0.083334476
26050,0.0034079254
26051,0.10340807
26052,0.019565493
26053,0.046696693
26054,4.981454e-05
26055,0.029192328
26056,0.0058366656
26057,0.44940013
26058,0.021756321
26059,0.013260484
26060,0.43570203
26061,0.009583592
26062,0.07376194
26063,0.0047371984
26064,0.056221038
26065,0.023742616
26066,0.088584244
26067,0.023036003
26068,0.05000812
26069,0.09529084
26070,0.07360026
26071,0.004160911
26072,0.08289459
26073,0.0010983348
26074,0.3887268
26075,0.21643531
26076,0.029309183
26077,0.0149850845
26078,0.016659379
26079,0.0044241846
26080,0.9881639
26081,0.46537155
26082,0.025844425
26083,0.07839811
26084,0.0011468828
26085,0.04932207
26086,0.06676343
26087,0.012196302
26088,0.012985736
26089,0.07133269
26090,0.010589749
26091,0.039500594
26092,0.035413474
26093,0.0039483905
26094,0.24998724
26095,0.20175192
26096,0.0078092515
26097,0.25753063
26098,0.0064197183
26099,0.013172686
26100,0.0059651136
26101,0.008672088
26102,0.01648882
26103,0.9738172
26104,0.004157901
26105,0.0030666292
26106,0.008832961
26107,0.08216131
26108,0.4665939
26109,0.021101624
26110,0.0026596189
26111,0.016119689
26112,0.21241695
26113,0.051272452
26114,0.016434968
26115,0.005559027
26116,0.01226595
26117,0.9292972
26118,0.070831835
26119,0.0058814883
26120,0.005484849
26121,0.012822181
26122,0.0067977905
26123,0.1176728
26124,0.0057792664
26125,0.009697467
26126,0.0069795847
26127,0.006255448
26128,0.0062097013
26129,0.11687353
26130,0.18098441
26131,0.09392789
26132,0.012754142
26133,0.005203992
26134,0.58864015
26135,0.56570935
26136,0.015532136
26137,0.13016102
26138,0.13238615
26139,0.00087994337
26140,0.113095105
26141,0.06642291
26142,0.4409495
26143,0.017557561
26144,0.006039113
26145,0.010792106
26146,0.017898262
26147,0.009844154
26148,0.016302407
26149,0.040631086
26150,0.015776455
26151,0.007124275
26152,0.0070103705
26153,0.0069047213
26154,0.0027704835
26155,0.052808195
26156,0.09086394
26157,0.013973713
26158,0.00030341744
26159,0.0023725033
26160,0.0032707453
26161,0.015400648
26162,0.062183022
26163,0.04676971
26164,0.07598379
26165,0.008253187
26166,0.15665427
26167,0.0032692552
26168,0.021819383
26169,0.9653286
26170,0.0016000867
26171,0.06170535
26172,0.02731505
26173,0.0075153112
26174,0.101499856
26175,0.0029757917
26176,0.010991663
26177,0.10553315
26178,0.0036231875
26179,0.0030821264
26180,0.060405493
26181,0.0613769
26182,0.04733357
26183,0.5327866
26184,0.0064646304
26185,0.029568195
26186,0.063987255
26187,0.027064025
26188,0.052936435
26189,0.0067733824
26190,0.02388972
26191,0.006624609
26192,0.037121892
26193,0.4310959
26194,0.006196499
26195,0.5791607
26196,0.008877188
26197,0.038873076
26198,0.08951771
26199,0.004768789
26200,0.007968217
26201,0.0073747933
26202,0.0069236457
26203,0.027630419
26204,0.056597143
26205,0.03765577
26206,0.01054588
26207,0.045395017
26208,0.055136144
26209,0.3683057
26210,0.0754427
26211,0.10709259
26212,0.0089684725
26213,0.30096185
26214,0.109473675
26215,0.014731199
26216,0.5002502
26217,0.046133697
26218,0.012438357
26219,0.024819583
26220,0.0151697695
26221,0.05090335
26222,0.4104802
26223,0.014359891
26224,0.00643456
26225,0.7937132
26226,0.012872994
26227,0.008675218
26228,0.0065978467
26229,0.12525463
26230,0.14989865
26231,0.047107756
26232,0.012705535
26233,0.04161036
26234,0.06463683
26235,0.033997506
26236,0.08031258
26237,0.03381428
26238,0.018503308
26239,0.0022917092
26240,0.025624424
26241,0.010038048
26242,0.5363931
26243,0.0362131
26244,0.93121755
26245,0.0038643181
26246,0.008652538
26247,0.010798544
26248,0.006851971
26249,0.60480624
26250,0.06755066
26251,0.004533857
26252,0.011061311
26253,0.007266581
26254,0.012125313
26255,0.1495927
26256,0.40961868
26257,0.014124095
26258,0.00292629
26259,0.006406516
26260,0.011998355
26261,0.19054797
26262,0.6405997
26263,0.028841287
26264,0.9041331
26265,0.30018437
26266,0.0058650076
26267,0.008552611
26268,0.02091369
26269,0.029609025
26270,0.022982597
26271,0.0035208762
26272,0.34648415
26273,0.009918481
26274,0.008965075
26275,0.0639517
26276,0.3448625
26277,0.48615527
26278,0.010228217
26279,0.6336431
26280,0.055659115
26281,0.18864578
26282,0.73994005
26283,0.058850467
26284,0.89224666
26285,0.2814477
26286,0.0156054795
26287,0.025365949
26288,0.06886083
26289,0.0397034
26290,0.006947458
26291,0.9189694
26292,0.012385994
26293,0.026457816
26294,0.016454399
26295,0.010201484
26296,0.026018798
26297,0.05844307
26298,0.001723975
26299,0.010479718
26300,0.0057338476
26301,0.004787028
26302,0.019832045
26303,0.019610316
26304,0.02098158
26305,0.040486634
26306,0.87263215
26307,0.016738266
26308,0.17384577
26309,0.0076704025
26310,0.46903756
26311,0.054302096
26312,0.035949796
26313,0.84153664
26314,0.002729565
26315,0.090937614
26316,0.0057585537
26317,0.003725469
26318,0.0064793825
26319,0.07221684
26320,0.037288338
26321,0.6675119
26322,0.020722508
26323,0.02979669
26324,0.091636986
26325,0.015815109
26326,0.016219676
26327,0.016845912
26328,0.04802388
26329,0.005849451
26330,0.043893874
26331,0.039247185
26332,0.12315634
26333,0.02523917
26334,0.03867647
26335,0.07199821
26336,0.09541735
26337,0.0077031255
26338,0.005593419
26339,0.040606678
26340,0.014724463
26341,0.001143992
26342,0.0031405985
26343,0.4521059
26344,0.38981712
26345,0.013030946
26346,0.07381624
26347,0.095266044
26348,0.0113644
26349,0.8061509
26350,0.23284343
26351,0.047673613
26352,0.011857837
26353,0.81530213
26354,0.014013708
26355,0.0017561615
26356,0.021598846
26357,0.21423972
26358,0.69466543
26359,0.008239895
26360,0.023143351
26361,0.048269242
26362,0.37785873
26363,0.06334838
26364,0.017195344
26365,0.28593138
26366,0.009043157
26367,0.021828711
26368,0.025475323
26369,0.10578889
26370,0.021543473
26371,0.2890891
26372,0.608117
26373,0.05741945
26374,0.10922581
26375,0.27618527
26376,0.03293225
26377,0.055699408
26378,0.0021235347
26379,0.22185978
26380,0.010107219
26381,0.81223387
26382,0.005878389
26383,0.0038904548
26384,0.01493302
26385,0.017036527
26386,0.026476592
26387,0.001210779
26388,0.005961925
26389,0.0037852526
26390,0.009358585
26391,0.007985145
26392,0.112020254
26393,0.0037802458
26394,0.010388374
26395,0.8129134
26396,0.00046545267
26397,0.014835209
26398,0.02567929
26399,0.24437305
26400,0.009695262
26401,0.20388502
26402,0.0045563877
26403,0.9745852
26404,0.005656302
26405,0.05232379
26406,0.022670597
26407,0.31655043
26408,0.04196191
26409,0.08549097
26410,0.88073564
26411,0.008708626
26412,0.57332987
26413,0.014325649
26414,0.010053784
26415,0.34118968
26416,0.11555946
26417,0.739262
26418,0.051107496
26419,0.010445684
26420,0.97214615
26421,0.0011512339
26422,0.020298958
26423,0.41560674
26424,0.38144594
26425,0.057339966
26426,0.021588385
26427,0.028012246
26428,0.22714818
26429,0.04025373
26430,0.47874323
26431,0.06945416
26432,0.0036419332
26433,0.04233396
26434,0.17897978
26435,0.017386407
26436,0.011661679
26437,0.0641219
26438,0.032106787
26439,0.89636207
26440,0.0011236966
26441,0.011097252
26442,0.04133606
26443,0.22778594
26444,0.89918435
26445,0.009278417
26446,0.09434056
26447,0.2755623
26448,0.027918637
26449,0.29870307
26450,0.9441627
26451,0.00079873204
26452,0.109348625
26453,0.028952867
26454,0.0851582
26455,0.022136956
26456,0.10603833
26457,0.18711144
26458,0.0097515285
26459,0.0035848022
26460,0.059270233
26461,0.0078032017
26462,0.00747025
26463,0.0075572133
26464,0.05396709
26465,0.056589186
26466,0.0654715
26467,0.0018977225
26468,0.011045814
26469,0.043367
26470,0.014869958
26471,0.97409153
26472,0.03295791
26473,0.05854827
26474,0.011852145
26475,0.0292646
26476,0.009503245
26477,0.2480466
26478,0.019410253
26479,0.03163922
26480,0.008658856
26481,0.0058271587
26482,0.017748803
26483,0.0033909082
26484,0.006293744
26485,0.27876928
26486,0.04411885
26487,0.51219046
26488,0.008082032
26489,0.08827478
26490,0.056132376
26491,0.01810208
26492,0.009844542
26493,0.0022576153
26494,0.011289984
26495,0.023313701
26496,0.26721877
26497,0.007782191
26498,0.008091629
26499,0.013709962
26500,0.20011401
26501,0.1692799
26502,0.045838624
26503,0.0051912367
26504,0.7020511
26505,0.33229545
26506,0.058013946
26507,0.12871698
26508,0.1051611
26509,0.9021809
26510,0.02334392
26511,0.032844663
26512,0.011571735
26513,0.023069471
26514,0.011482149
26515,0.008579552
26516,0.016106457
26517,0.022226542
26518,0.18680787
26519,0.041885942
26520,0.044962615
26521,0.0003374219
26522,0.017616212
26523,0.004101068
26524,0.035442293
26525,0.014165908
26526,0.08590829
26527,0.001701355
26528,0.25571874
26529,0.009568334
26530,0.058059156
26531,0.0055922866
26532,0.88857186
26533,0.036339104
26534,0.26702327
26535,0.0015517771
26536,0.049601704
26537,0.6371061
26538,0.024334818
26539,0.055166036
26540,0.0076010823
26541,0.01434055
26542,0.026447743
26543,0.15878221
26544,0.027678102
26545,0.022248209
26546,0.0050447583
26547,0.6071716
26548,0.07938215
26549,0.039004445
26550,0.030813962
26551,0.037503272
26552,0.15421185
26553,0.015339643
26554,0.3656755
26555,0.011667818
26556,0.013058394
26557,0.07476431
26558,0.0016605854
26559,0.608373
26560,0.03333223
26561,0.009218693
26562,0.0057671964
26563,0.80784535
26564,0.006042242
26565,0.23241538
26566,0.0044852197
26567,0.11231333
26568,0.061017603
26569,0.033900112
26570,0.86580324
26571,0.0035738647
26572,0.9296837
26573,0.437648
26574,0.39108625
26575,0.018836409
26576,0.0026207566
26577,0.032234162
26578,0.013007879
26579,0.014031261
26580,0.005505711
26581,0.30672076
26582,0.00674814
26583,0.39537907
26584,0.023511976
26585,0.040897787
26586,0.018085033
26587,0.014953494
26588,0.031353354
26589,0.21744797
26590,0.6381298
26591,0.007826418
26592,0.099342674
26593,0.10139957
26594,0.022233397
26595,0.035805345
26596,0.014480025
26597,0.49341166
26598,0.005616367
26599,0.2056804
26600,0.5589159
26601,0.1389147
26602,0.042667568
26603,0.03957975
26604,0.15584451
26605,0.024467766
26606,0.16085178
26607,0.20851612
26608,0.21197829
26609,0.037792116
26610,0.04556966
26611,0.019845247
26612,0.015711755
26613,0.9897562
26614,0.031324357
26615,0.007248074
26616,0.0054661036
26617,0.44032487
26618,0.04531467
26619,0.025633126
26620,0.024702847
26621,0.024012089
26622,0.019289464
26623,0.3243466
26624,0.01733011
26625,0.03741154
26626,0.028265059
26627,0.019207507
26628,0.037982434
26629,0.056699693
26630,0.003375858
26631,0.051813424
26632,0.025773853
26633,0.34912118
26634,0.023355573
26635,0.8639479
26636,0.5273345
26637,0.031532794
26638,0.017003417
26639,0.13743702
26640,0.058073938
26641,0.028219193
26642,0.013584763
26643,0.023790747
26644,0.7439964
26645,0.0032737553
26646,0.42191935
26647,0.6694782
26648,0.77846575
26649,0.01104489
26650,0.011529207
26651,0.042563885
26652,0.12605268
26653,0.015336424
26654,0.07320657
26655,0.18716449
26656,0.018749177
26657,0.04330787
26658,0.023235857
26659,0.014684796
26660,0.0023727715
26661,0.14972177
26662,0.012304187
26663,0.017999768
26664,0.0048188567
26665,0.017451406
26666,0.029351681
26667,0.013570696
26668,0.03155169
26669,0.003355831
26670,0.024318844
26671,0.06467232
26672,0.09387392
26673,0.00998497
26674,0.24368018
26675,0.04921058
26676,0.08310008
26677,0.0138858855
26678,0.027521491
26679,0.056901425
26680,0.783499
26681,0.00077551603
26682,0.05006796
26683,0.0027264357
26684,0.2553692
26685,0.027724862
26686,0.010773033
26687,0.09650546
26688,0.015320003
26689,0.045642734
26690,0.10837445
26691,0.008834332
26692,0.111566514
26693,0.041970074
26694,0.054539174
26695,0.028618574
26696,0.61107564
26697,0.0041973293
26698,0.5265082
26699,0.48663574
26700,0.022622108
26701,0.054076165
26702,0.024495125
26703,0.011097401
26704,0.61459535
26705,0.004931301
26706,0.07457477
26707,0.008835107
26708,0.053943396
26709,0.068540454
26710,0.027557254
26711,0.040660024
26712,0.02517584
26713,0.029881567
26714,0.005755067
26715,0.011924416
26716,0.028758734
26717,0.09082121
26718,0.09197569
26719,0.0070203245
26720,0.014573544
26721,0.01295203
26722,0.90117097
26723,0.00900951
26724,0.607537
26725,0.15143228
26726,0.08721396
26727,0.0030475557
26728,0.6839378
26729,0.036533833
26730,0.6433909
26731,0.9542002
26732,0.2597179
26733,0.031022042
26734,0.006392151
26735,0.004966557
26736,0.010274917
26737,0.01828587
26738,0.005248189
26739,0.019113779
26740,0.0045908988
26741,0.008713663
26742,0.04388523
26743,0.04365161
26744,0.00034987926
26745,0.008169144
26746,0.0025463402
26747,0.0055832267
26748,0.060032487
26749,0.29292092
26750,0.025970578
26751,0.1026395
26752,0.031878084
26753,0.0017133355
26754,0.9149385
26755,0.14814141
26756,0.13551408
26757,0.025214434
26758,0.013624847
26759,0.32160693
26760,0.0078024566
26761,0.021942586
26762,0.065497816
26763,0.021912009
26764,0.0032336712
26765,0.9552833
26766,0.007142365
26767,0.44089362
26768,0.0045544803
26769,0.030680984
26770,0.014890552
26771,0.038420767
26772,0.014809877
26773,0.0024453998
26774,0.9788462
26775,0.0833942
26776,0.002783239
26777,0.0012872815
26778,0.104593515
26779,0.0066284835
26780,0.008685172
26781,0.05387181
26782,0.87740415
26783,0.010571808
26784,0.15948299
26785,0.04857856
26786,0.011102378
26787,0.031505555
26788,0.021312088
26789,0.04771179
26790,0.01030907
26791,0.79873705
26792,0.017507046
26793,0.017912596
26794,0.16795176
26795,0.046485662
26796,0.0587855
26797,0.011978567
26798,0.006958306
26799,0.007975191
26800,0.37678817
26801,0.006248355
26802,0.01842621
26803,0.030607194
26804,0.016309619
26805,0.0051564276
26806,0.013751835
26807,0.021600097
26808,0.035837054
26809,0.01881066
26810,0.012186766
26811,0.11855444
26812,0.61166584
26813,0.0022205412
26814,0.004734218
26815,0.0013558269
26816,0.019016683
26817,0.010926664
26818,0.008538157
26819,0.0009562969
26820,0.014158398
26821,0.009916663
26822,0.02281031
26823,0.003752768
26824,0.010713041
26825,0.048519015
26826,0.55949295
26827,0.004804522
26828,0.023439407
26829,0.0104777515
26830,0.0057346225
26831,0.005743444
26832,0.42875415
26833,0.02130732
26834,0.9353564
26835,0.20172524
26836,0.7217462
26837,0.79167676
26838,0.051161557
26839,0.06822294
26840,0.046168774
26841,0.011493236
26842,0.14631194
26843,0.0039235353
26844,0.015147388
26845,0.069527715
26846,0.050850034
26847,0.046325415
