PassengerId,Survived
1057,0.6732240064310472
1058,0.20343760657936466
1059,0.09016842031897872
1060,0.9143936221555731
1061,0.45892231821589385
1062,0.09417254667337172
1063,0.17205863636671112
1064,0.09581372658204333
1065,0.11545181950202107
1066,0.17621744526330174
1067,0.9268141057544141
1068,0.897205606713224
1069,0.3511174707788331
1070,0.9254066776861976
1071,0.9230146069756355
1072,0.13092403980782313
1073,0.38042116365414363
1074,0.9025049153734035
1075,0.11325430722880124
1076,0.9295859176640574
1077,0.12970950133016698
1078,0.8816887377977715
1079,0.1144085279333433
1080,0.07706231630529572
1081,0.11697544905208775
1082,0.1560282615062863
1083,0.2284966612903121
1084,0.24805785043698514
1085,0.11336199782473605
1086,0.7165940973772038
1087,0.10251644590620591
1088,0.8867029390965702
1089,0.5912849826343508
1090,0.11423080924257603
1091,0.4983265307548092
1092,0.7295878685988371
1093,0.6929276828062205
1094,0.3688118987443812
1095,0.9292975253084116
1096,0.11956537157201806
1097,0.21925937100828236
1098,0.6463317641533824
1099,0.11126882485507962
1100,0.912134695674704
1101,0.09720522873491412
1102,0.1124982310022953
1103,0.09301613175017649
1104,0.07859123169929524
1105,0.8095998245455766
1106,0.5033464112065931
1107,0.18993688777460113
1108,0.7749067703565052
1109,0.2143144578795031
1110,0.9040764212473621
1111,0.10005862279064061
1112,0.8775513737543081
1113,0.09707271089409528
1114,0.8540773410296136
1115,0.11345024524264347
1116,0.8643409106932368
1117,0.7519151069141994
1118,0.11059323280165323
1119,0.726469501358639
1120,0.098188364945912
1121,0.13677259322850252
1122,0.35330128957481904
1123,0.8993908384876503
1124,0.09063091653076101
1125,0.10597746613449698
1126,0.3671455491557244
1127,0.1017907771320327
1128,0.345568323467865
1129,0.14093771507732283
1130,0.8515907455546594
1131,0.9314596999782087
1132,0.8931832568974521
1133,0.9224033023663416
1134,0.47833804259236307
1135,0.09659233617853656
1136,0.10702295919730051
1137,0.33966506685839487
1138,0.884084658439508
1139,0.18539253642198114
1140,0.8731053521088032
1141,0.5847286988427883
1142,0.9339621589613868
1143,0.11472353836857038
1144,0.5820248188341118
1145,0.09584709159162492
1146,0.1072224877597196
1147,0.09402440209579883
1148,0.11191403461184482
1149,0.10521464092069693
1150,0.8678013554291515
1151,0.10504777348935997
1152,0.13952148295831152
1153,0.10155620926434591
1154,0.920084736801232
1155,0.8566227523489414
1156,0.1435641958546987
1157,0.09572823953206903
1158,0.10754186072005814
1159,0.09402440209579883
1160,0.4966537323186776
1161,0.09829898959078398
1162,0.4442174980500123
1163,0.11642252473853751
1164,0.9211350800224843
1165,0.7632102189789265
1166,0.11166189572839837
1167,0.8424324182667522
1168,0.12745194816800587
1169,0.13840476449881983
1170,0.1211194831676171
1171,0.14320915655183913
1172,0.46696827005706637
1173,0.8411914659693995
1174,0.6254521437268745
1175,0.8485042710710028
1176,0.4520894799300006
1177,0.09184764014246127
1178,0.0951005611497062
1179,0.40112624851982526
1180,0.12893653519693068
1181,0.10012271974817437
1182,0.175154744947207
1183,0.5324791674402082
1184,0.12727801593874397
1185,0.31899425636109274
1186,0.10068280046218496
1187,0.09822873630496401
1188,0.9336295822424379
1189,0.17571644807650347
1190,0.23754682016172077
1191,0.1181303155218208
1192,0.12063370803767015
1193,0.16369896399192976
1194,0.1275384830084122
1195,0.09529506805438374
1196,0.7155175006869466
1197,0.8827869232549602
1198,0.45219627814698077
1199,0.8644808311868719
1200,0.2797250105657364
1201,0.40846789857509025
1202,0.09699311761505407
1203,0.21232659294969208
1204,0.09726098790874417
1205,0.5988179199833671
1206,0.932241955286101
1207,0.7810405897865185
1208,0.330799585111897
1209,0.11466381319284563
1210,0.12367109054237592
1211,0.13247115411390678
1212,0.11443576945400386
1213,0.1847700927025429
1214,0.1338763392460199
1215,0.4359486916617383
1216,0.9332213069129247
1217,0.10252722949436742
1218,0.9289982571239321
1219,0.33602727234975466
1220,0.1823397086554064
1221,0.11640359190221068
1222,0.880880909878419
1223,0.32139626534656446
1224,0.11112623007261882
1225,0.8723233070828603
1226,0.10474264811283736
1227,0.24276513180838868
1228,0.19283515675480847
1229,0.10798772407677992
1230,0.14720360816832104
1231,0.11444088170448684
1232,0.13776739523487794
1233,0.09598712227493872
1234,0.07494045364965138
1235,0.9282234076700268
1236,0.09560594993762744
1237,0.707411396148786
1238,0.12209118045475295
1239,0.6432589088043843
1240,0.11966842384124056
1241,0.9222581805749684
1242,0.9250415587474812
1243,0.1228023615470419
1244,0.07765933839130147
1245,0.2412212408630161
1246,0.829553210433944
1247,0.1801967442585697
1248,0.9269842772953568
1249,0.11825304331244785
1250,0.11642252473853751
1251,0.637111759215024
1252,0.07105208205521603
1253,0.8978983804024016
1254,0.8903440625994089
1255,0.1281699651988411
1256,0.9279133870273475
1257,0.0837179527152066
1258,0.11372881821764516
1259,0.11322661313016535
1260,0.9188582107457942
1261,0.19700821873434107
1262,0.11163011493275748
1263,0.9370124710369179
1264,0.10936501264225168
1265,0.1284457196874863
1266,0.9179384408943873
1267,0.93394825791315
1268,0.45284964775246295
1269,0.11107288897459869
1270,0.15589637403282147
1271,0.5370696492836847
1272,0.11646950290164008
1273,0.109262650019288
1274,0.5403814923332916
1275,0.6712744575553441
1276,0.12530334032304136
1277,0.9328853107349548
1278,0.11499736015524062
1279,0.11851583752150287
1280,0.10886902159075794
1281,0.0979894762276193
1282,0.5065904721987657
1283,0.9232252083743536
1284,0.21962784323064716
1285,0.11611033261861911
1286,0.14033121779918853
1287,0.9199554332724611
1288,0.1014189576040565
1289,0.924153080338996
1290,0.10234037758454534
1291,0.10047297747371706
1292,0.929497755663792
1293,0.11997480694912135
1294,0.9208228035509389
1295,0.20213504052367712
1296,0.3627442372037007
1297,0.1765149237152229
1298,0.11071826054574946
1299,0.27509326885029045
1300,0.7577625363541909
1301,0.8540411729823436
1302,0.6527486075106581
1303,0.9330134256289128
1304,0.6309148146388017
1305,0.10012271974817437
1306,0.9322561436077466
1307,0.0973063862874177
1308,0.10241259283016549
1309,0.23276124240212742
